fund_type,FundCode,ShareClassName,ClassIdentifier,FundCurrency,ShareClassCurrency,RFSSGP,Objective,Fund_Name,domicile,legal_structure,launch_date,Umbrella Name,ucits_ongoing_charge,ucits_ongoing_charge_as_at_date,prips_on_going_charges,prips_charges_as_at_date,"SELLING_FOR_COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GBE,Janus Henderson Horizon Global Property Equities Fund M2 GBP,LU2427243485,USD,GBP,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the FTSE EPRA Nareit Developed Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Horizon Global Property Equities Fund,LU,SICAV,2022-01-18T00:00:00.000Z,Janus Henderson Horizon Fund,1.0000000000,2023-12-31,1.0000000000,2023-06-30,"GB,LU,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GBE,Janus Henderson Horizon Global Property Equities Fund M3 GBP,LU2427243568,USD,GBP,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the FTSE EPRA Nareit Developed Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Horizon Global Property Equities Fund,LU,SICAV,2022-01-18T00:00:00.000Z,Janus Henderson Horizon Fund,1.0000000000,2023-12-31,1.0000000000,2023-06-30,"GB,LU,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GBE,Janus Henderson Horizon Global Property Equities Fund Z3m JPY,LU2441282543,USD,JPY,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the FTSE EPRA Nareit Developed Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Horizon Global Property Equities Fund,LU,SICAV,2022-02-25T00:00:00.000Z,Janus Henderson Horizon Fund,0.0800000000,2023-12-31,0.0800000000,2023-06-30,"LU,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GBE,Janus Henderson Horizon Global Property Equities Fund M2 HGBP,LU2553542486,USD,GBP,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the FTSE EPRA Nareit Developed Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Horizon Global Property Equities Fund,LU,SICAV,2022-11-23T00:00:00.000Z,Janus Henderson Horizon Fund,1.0000000000,2023-12-31,1.0000000000,2023-06-30,"LU,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund A Inc,GB0032477308,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2003-02-03T00:00:00.000Z,Janus Henderson Investment Funds Series II,1.4800000000,2024-01-31,1.4800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund A Acc,GB0032477639,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2003-02-03T00:00:00.000Z,Janus Henderson Investment Funds Series II,1.4800000000,2024-01-31,1.4800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund I Inc,GB00B4P4R697,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2012-07-19T12:00:00.000Z,Janus Henderson Investment Funds Series II,0.7300000000,2024-01-31,0.7300000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund M Inc,GB00B5BTGN53,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2012-02-10T12:00:00.000Z,Janus Henderson Investment Funds Series II,1.4800000000,2024-01-31,1.4800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund M Acc,GB00B6TX3022,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2012-02-01T12:00:00.000Z,Janus Henderson Investment Funds Series II,1.4800000000,2024-01-31,1.4800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund I Acc,GB00B6ZHN203,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2012-07-23T12:00:00.000Z,Janus Henderson Investment Funds Series II,0.7300000000,2024-01-31,0.7300000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund E Acc,GB00BJ0LF447,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series II,0.9800000000,2024-01-31,0.9800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund E Inc,GB00BJ0LF553,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series II,0.9800000000,2024-01-31,0.9800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund EM Acc,GB00BJ0LF660,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series II,0.9800000000,2024-01-31,0.9800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund EM Inc,GB00BJ0LF777,GBP,GBP,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series II,0.9800000000,2024-01-31,0.9800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund I Acc USD Hedged,GB00BNY89Y78,GBP,USD,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2014-08-11T12:00:00.000Z,Janus Henderson Investment Funds Series II,0.7300000000,2024-01-31,0.7300000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCAOPE,Janus Henderson Cautious Managed Fund A Acc EUR Hedged,GB00BVRYYL03,GBP,EUR,N,"The Fund aims to provide a return, from a combination of income and capital growth over the long term. Performance target: To outperform the 50% FTSE All Share + 50% ICE Bank of America Sterling Non Gilt Index by 1.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Cautious Managed Fund,GB,OEIC,2015-03-04T12:00:00.000Z,Janus Henderson Investment Funds Series II,1.4800000000,2024-01-31,1.4800000000,2022-07-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCNOPI,Janus Henderson China Opportunities Fund A Acc,GB0031860934,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Zhong Hua 10/40 Index by 2.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson China Opportunities Fund,GB,OEIC,1983-03-31T00:00:00.000Z,Janus Henderson Investment Funds Series I,1.7500000000,2023-11-30,1.7500000000,2023-05-31,"CL,GB,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCNOPI,Janus Henderson China Opportunities Fund I Acc USD,GB00B4YXVT80,GBP,USD,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Zhong Hua 10/40 Index by 2.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson China Opportunities Fund,GB,OEIC,2011-11-11T12:00:00.000Z,Janus Henderson Investment Funds Series I,1.0900000000,2023-11-30,1.0900000000,2023-05-31,"CL,GB,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCNOPI,Janus Henderson China Opportunities Fund I Acc,GB00B5T7PM36,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Zhong Hua 10/40 Index by 2.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson China Opportunities Fund,GB,OEIC,2011-07-27T12:00:00.000Z,Janus Henderson Investment Funds Series I,0.8700000000,2023-11-30,0.8700000000,2023-05-31,"CL,GB,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCNOPI,Janus Henderson China Opportunities Fund E Acc,GB00BJ0LF884,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Zhong Hua 10/40 Index by 2.5% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson China Opportunities Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series I,1.2500000000,2023-11-30,1.2500000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund I2 EUR,LU0113993397,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2000-09-29T00:00:00.000Z,Janus Henderson Fund,1.0900000000,2024-03-31,1.0800000000,2022-09-30,"ES,AT,FI,NO,DK,NL,GB,SE,IT,CH,DE,LU,FR,CL,JE,IM,IE,SG,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund X2 EUR,LU0135928298,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2001-10-08T00:00:00.000Z,Janus Henderson Fund,2.1300000000,2024-03-31,2.1400000000,2022-09-30,"ES,AT,PT,DK,SE,IT,JE,DE,LU,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund A2 USD,LU0150924321,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2002-07-02T00:00:00.000Z,Janus Henderson Fund,1.6300000000,2024-03-31,1.6400000000,2022-09-30,"ES,AT,FI,BE,NO,DK,GB,SE,CH,DE,LU,FR,CL,PT,JE,IM,IE,SG,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund A2 EUR,LU0201071890,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2004-10-29T00:00:00.000Z,Janus Henderson Fund,1.6400000000,2024-03-31,1.6400000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,IT,CH,DE,LU,FR,CL,PT,JE,IM,SG,IE,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund A1 EUR,LU0210855028,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2005-10-18T00:00:00.000Z,Janus Henderson Fund,1.6500000000,2024-03-31,1.6400000000,2022-09-30,"ES,AT,FI,BE,NO,DK,SE,GB,CH,DE,LU,FR,CL,JE,SG,IE,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G2 GBP,LU0953998860,EUR,GBP,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2018-03-21T00:00:00.000Z,Janus Henderson Fund,0.7400000000,2024-03-31,0.7300000000,2022-09-30,"ES,GB,CH,LU,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund H2 GBP,LU0989423784,EUR,GBP,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2018-02-27T00:00:00.000Z,Janus Henderson Fund,0.8900000000,2024-03-31,0.8900000000,2022-09-30,"GB,CH,IE,LU,SG,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund H2 EUR,LU0995139424,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-08-08T00:00:00.000Z,Janus Henderson Fund,0.8800000000,2024-03-31,0.8900000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,CH,DE,LU,FR,IE,SG,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund A2 HUSD,LU1041546547,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-09-02T00:00:00.000Z,Janus Henderson Fund,1.6400000000,2024-03-31,1.6400000000,2022-09-30,"ES,AT,FI,BE,NO,DK,GB,SE,CH,DE,LU,FR,CL,SG,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund I2 HUSD,LU1086934103,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-09-18T00:00:00.000Z,Janus Henderson Fund,1.0800000000,2024-03-31,1.0800000000,2022-09-30,"ES,AT,FI,NO,DK,NL,SE,GB,CH,DE,LU,FR,CL,IE,SG,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund H1 EUR,LU1125349974,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-12-01T00:00:00.000Z,Janus Henderson Fund,0.9000000000,2024-03-31,0.8900000000,2022-09-30,"AT,FI,BE,NO,DK,NL,GB,SE,CH,DE,LU,FR,SG,IE,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G1 EUR,LU1125355518,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-12-01T00:00:00.000Z,Janus Henderson Fund,0.7300000000,2024-03-31,0.7300000000,2022-09-30,"AT,GB,IT,CH,DE,LU,FR,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G2 EUR,LU1125359346,EUR,EUR,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2014-12-01T00:00:00.000Z,Janus Henderson Fund,0.7300000000,2024-03-31,0.7300000000,2022-09-30,"ES,AT,DK,SE,GB,IT,CH,DE,LU,FR,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G2 USD,LU1125367018,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2015-02-03T00:00:00.000Z,Janus Henderson Fund,0.7400000000,2024-03-31,0.7300000000,2022-09-30,"ES,AT,DK,GB,SE,IT,CH,DE,LU,FR,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G2 HUSD,LU1161213365,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2015-01-09T00:00:00.000Z,Janus Henderson Fund,0.7400000000,2024-03-31,0.7300000000,2022-09-30,"ES,AT,IT,CH,DE,LU,FR,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund G1 HGBP,LU1196326760,EUR,GBP,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2015-03-19T00:00:00.000Z,Janus Henderson Fund,0.7300000000,2024-03-31,0.7300000000,2022-09-30,"GB,CH,LU,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund H2 USD,LU1276832398,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2015-11-04T00:00:00.000Z,Janus Henderson Fund,0.8900000000,2024-03-31,0.8900000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,CH,DE,LU,FR,SG,IE,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund H2 HUSD,LU1276832471,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2015-11-04T00:00:00.000Z,Janus Henderson Fund,0.8900000000,2024-03-31,0.8900000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,SE,CH,DE,LU,FR,IE,SG,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund F2 HUSD,LU1519019647,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2017-01-23T00:00:00.000Z,Janus Henderson Fund,0.9900000000,2024-03-31,0.9900000000,2022-09-30,"LU,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GCOSPE,Janus Henderson Continental European Fund F2 USD,LU1519019720,EUR,USD,Y,"The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more).",Janus Henderson Continental European Fund,LU,SICAV,2017-01-23T00:00:00.000Z,Janus Henderson Fund,1.0000000000,2024-03-31,0.9900000000,2022-09-30,"LU,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEAOPE,Janus Henderson European Absolute Return Fund A Acc,GB00B3CPX151,GBP,GBP,N,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period, and particularly over the shorter term the Fund may experience periods of negative returns. Consequently your capital is at risk. Performance target: To outperform SONIA +1% per annum, after the deduction of charges, over any 3 year period.",Janus Henderson European Absolute Return Fund,GB,OEIC,2009-01-29T00:00:00.000Z,Janus Henderson Investment Funds Series I,1.7700000000,2023-11-30,1.7700000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEAOPE,Janus Henderson European Absolute Return Fund I Acc,GB00B3CPX375,GBP,GBP,N,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period, and particularly over the shorter term the Fund may experience periods of negative returns. Consequently your capital is at risk. Performance target: To outperform SONIA +1% per annum, after the deduction of charges, over any 3 year period.",Janus Henderson European Absolute Return Fund,GB,OEIC,2009-01-29T00:00:00.000Z,Janus Henderson Investment Funds Series I,0.8900000000,2023-11-30,0.9000000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEAOPE,Janus Henderson European Absolute Return Fund E Acc,GB00BJ0LFD37,GBP,GBP,N,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period, and particularly over the shorter term the Fund may experience periods of negative returns. Consequently your capital is at risk. Performance target: To outperform SONIA +1% per annum, after the deduction of charges, over any 3 year period.",Janus Henderson European Absolute Return Fund,GB,OEIC,2019-06-24T00:00:00.000Z,Janus Henderson Investment Funds Series I,1.2700000000,2023-11-30,1.2800000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEAOPE,Janus Henderson European Absolute Return Fund I Acc EUR Hedged,GB00BKRCQL10,GBP,EUR,N,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period, and particularly over the shorter term the Fund may experience periods of negative returns. Consequently your capital is at risk. Performance target: To outperform SONIA +1% per annum, after the deduction of charges, over any 3 year period.",Janus Henderson European Absolute Return Fund,GB,OEIC,2014-04-17T12:00:00.000Z,Janus Henderson Investment Funds Series I,0.8900000000,2023-11-30,0.9000000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEAOPE,Janus Henderson European Absolute Return Fund I Acc USD Hedged,GB00BKRCQM27,GBP,USD,N,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period, and particularly over the shorter term the Fund may experience periods of negative returns. Consequently your capital is at risk. Performance target: To outperform SONIA +1% per annum, after the deduction of charges, over any 3 year period.",Janus Henderson European Absolute Return Fund,GB,OEIC,2014-04-17T12:00:00.000Z,Janus Henderson Investment Funds Series I,0.8900000000,2023-11-30,0.9000000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund A2 EUR,LU0113993801,USD,EUR,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2000-09-29T00:00:00.000Z,Janus Henderson Fund,1.7500000000,2024-03-31,1.7300000000,2022-09-30,"ES,AT,FI,BE,FJ,NO,DK,NL,SE,GB,IT,CH,DE,LU,FR,PT,JE,IM,IE,SG,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund I2 EUR,LU0113993983,USD,EUR,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2000-09-29T00:00:00.000Z,Janus Henderson Fund,1.1900000000,2024-03-31,1.1800000000,2022-09-30,"ES,AT,FI,NO,DK,NL,SE,IT,CH,DE,LU,FR,JE,SG,IE,,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund A2 USD,LU0201073169,USD,USD,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2005-03-24T00:00:00.000Z,Janus Henderson Fund,1.7500000000,2024-03-31,1.7300000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,IT,CH,DE,LU,FR,PT,JE,IM,IE,SG,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund I2 USD,LU0330915165,USD,USD,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2017-06-19T00:00:00.000Z,Janus Henderson Fund,1.1900000000,2024-03-31,1.1800000000,2022-09-30,"ES,AT,FI,NO,DK,NL,SE,IS,CH,DE,LU,FR,SG,IE,,,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund H2 EUR,LU0995139697,USD,EUR,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2016-12-07T00:00:00.000Z,Janus Henderson Fund,1.0000000000,2024-03-31,0.9900000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,CH,DE,LU,FR,JE,IE,SG,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund H2 USD,LU1526027666,USD,USD,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2016-12-07T00:00:00.000Z,Janus Henderson Fund,1.0000000000,2024-03-31,0.9800000000,2022-09-30,"ES,AT,FI,BE,NO,DK,NL,GB,SE,CH,DE,LU,FR,JE,IE,SG,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund H2 GBP,LU1526027823,USD,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2016-12-07T00:00:00.000Z,Janus Henderson Fund,1.0000000000,2024-03-31,0.9800000000,2022-09-30,"GB,JE,CH,SG,LU,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund F2 USD,LU2409249609,USD,USD,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2022-02-18T00:00:00.000Z,Janus Henderson Fund,1.1000000000,2024-03-31,1.0800000000,2022-09-30,"LU,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,GEMSMI,Janus Henderson Emerging Markets Fund X2 EUR,LU2409249781,USD,EUR,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period.",Janus Henderson Emerging Markets Fund,LU,SICAV,2022-02-18T00:00:00.000Z,Janus Henderson Fund,2.2500000000,2024-03-31,2.2600000000,2022-09-30,"ES,AT,PT,DK,SE,JE,IT,DE,LU,,,,,,,,,,,,,,,,"
