ISIN,Investment Objective (M* KIID Objective/Investment Policy)
LU0113993397,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more). Investment policy The Fund invests at least two-thirds of its assets in a concentrated portfolio of shares (equities) and equity-related securities of companies, of any size, in any industry, in Continental Europe. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in this region. The Fund may also invest in other assets including cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Europe (ex UK) Index, which is broadly representative of the companies in which it may invest, as this can provide a useful comparator for assessing the Fund's performance. The investment manager has discretion to choose investments for the Fund with weightings different to the index or not in the index. Depending on prevailingmarket conditions the Fund’s portfolio may shift between ‘high conviction’ (whereby the managerwill take significant risk relative to the index) and a more cautious stance. This means the performance of the Fund may at times differ significantly from the index, while at other times it may be more closely aligned. Strategy The investment manager looks to anticipate catalysts for change in companies and industries based on fundamental research and thought leadership, in order to construct a portfolio of large companies complemented by mid-size company opportunities with the potential to enhance the Fund's overall returns. Smaller companies are not normally a significant focus of the portfolio. Other Information Environmental, social and governance (ESG) criteria are one of the components of management but theirweight in the final decision is not defined in advance. The Fund promotes environmental and/or social characteristics as defined underArticle8of the SustainableFinance Disclosure Regulation (SFDR). Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU1086934103,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more). Investment policy The Fund invests at least two-thirds of its assets in a concentrated portfolio of shares (equities) and equity-related securities of companies, of any size, in any industry, in Continental Europe. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in this region. The Fund may also invest in other assets including cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Europe (ex UK) Index, which is broadly representative of the companies in which it may invest, as this can provide a useful comparator for assessing the Fund's performance. The investment manager has discretion to choose investments for the Fund with weightings different to the index or not in the index. Depending on prevailingmarket conditions the Fund’s portfolio may shift between ‘high conviction’ (whereby the managerwill take significant risk relative to the index) and a more cautious stance. This means the performance of the Fund may at times differ significantly from the index, while at other times it may be more closely aligned. Strategy The investment manager looks to anticipate catalysts for change in companies and industries based on fundamental research and thought leadership, in order to construct a portfolio of large companies complemented by mid-size company opportunities with the potential to enhance the Fund's overall returns. Smaller companies are not normally a significant focus of the portfolio. Other Information Environmental, social and governance (ESG) criteria are one of the components of management but theirweight in the final decision is not defined in advance. The Fund promotes environmental and/or social characteristics as defined underArticle8of the SustainableFinance Disclosure Regulation (SFDR). Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus."
LU0135928298,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term (5 years or more). Investment policy The Fund invests at least two-thirds of its assets in a concentrated portfolio of shares (equities) and equity-related securities of companies, of any size, in any industry, in Continental Europe. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in this region. The Fund may also invest in other assets including cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Europe (ex UK) Index, which is broadly representative of the companies in which it may invest, as this can provide a useful comparator for assessing the Fund's performance. The investment manager has discretion to choose investments for the Fund with weightings different to the index or not in the index. Depending on prevailing market conditions the Fund’s portfolio may shift between ‘high conviction’ (whereby the manager will take significant risk relative to the index) and a more cautious stance. This means the performance of the Fund may at times differ significantly from the index, while at other times it may be more closely aligned. Strategy The investment manager looksto anticipate catalystsfor change in companies and industries based on fundamental research and thought leadership, in orderto construct a portfolio of large companies complemented by mid-size company opportunities with the potential to enhance the Fund's overall returns.Smaller companies are not normally a significant focus ofthe portfolio. OtherInformation Environmental, social and governance (ESG) criteria are one of the components of management but their weight in the final decision is not defined in advance. The Fund promotes environmental and/or social characteristics as defined underArticle 8 oftheSustainable Finance Disclosure Regulation (SFDR). Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU2858015675,
LU0113993801,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in emerging markets. 'Emerging markets' may be countries in the MSCI Emerging Markets Index, those included in theWorld Bank definition of developing (low and lowermiddle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest,as this forms the basis of the Fund's performance target.The investment manager has discretion to choose investments for the Fundwithweightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify themost attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires investors to utilise an array of perspectives to fully evaluate these opportunities. By combining fundamental company research, market and economic analysis, a keen focus on governance and quantitative input, the portfolio attempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU0201073169,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets.Companieswill havetheir registered office in ordomost oftheirbusiness (directly orthrough subsidiaries) in emerging markets. 'Emerging markets' may be countries inthe MSCI Emerging Markets Index,those included intheWorld Bank definition of developing (low and lower middle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may invest in companies of any size, including smaller capitalisation companies, in any industry. The Fundmay also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest, asthisformsthebasis oftheFund'sperformancetarget.The investmentmanager has discretion to choose investments for the Fund with weightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identifythe most attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires the investment manager to utilise an array of perspectives to fully evaluate these opportunities.Bycombiningfundamentalcompany research,marketandeconomic analysis,akeenfocus on governance and quantitative input,the portfolio attempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. TheFund is designedto be used only as one component ofseveral in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on ourwebsite atwww.janushenderson.com."
LU2409249609,
LU0995139697,"Objective and investment policy Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets.Companieswillhavetheir registeredoffice in ordomostof their business (directly or through subsidiaries) in emerging markets. 'Emerging markets'may be countries in theMSCIEmergingMarkets Index, those included in theWorld Bank definition of developing (low and lower middle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may invest in companies of any size, including smaller capitalisation companies, in any industry. TheFundmayalso invest in other assets including companies outsideemerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest, asthisformsthebasisof theFund'sperformancetarget.Theinvestmentmanager has discretion to choose investments for the Fund with weightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify the most attractive opportunitieswithin countries across various stages of economic and political development. This diverse landscape requires the investment manager to utilise an array of perspectives to fully evaluate these opportunities.Bycombiningfundamentalcompanyresearch,marketandeconomic analysis,akeenfocusongovernanceandquantitativeinput,theportfolioattempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. TheFundis designed tobeusedonlyasonecomponentof several inadiversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossaryonourwebsite atwww.janushenderson.com."
LU1526027823,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets.Companieswill havetheir registered office in ordomost oftheirbusiness (directly orthrough subsidiaries) in emerging markets. 'Emerging markets' may be countries inthe MSCI Emerging Markets Index,those included intheWorld Bank definition of developing (low and lower middle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may invest in companies of any size, including smaller capitalisation companies, in any industry. The Fundmay also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest, asthisformsthebasis oftheFund'sperformancetarget.The investmentmanager has discretion to choose investments for the Fund with weightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identifythe most attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires the investment manager to utilise an array of perspectives to fully evaluate these opportunities.Bycombiningfundamentalcompany research,marketandeconomic analysis,akeenfocus on governance and quantitative input,the portfolio attempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. TheFund is designedto be used only as one component ofseveral in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on ourwebsite atwww.janushenderson.com."
LU1526027666,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets.Companieswillhavetheir registeredoffice in ordomostof their business (directly or through subsidiaries) in emerging markets. 'Emerging markets'may be countries in theMSCIEmergingMarkets Index, those included in theWorld Bank definition of developing (low and lower middle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may invest in companies of any size, including smaller capitalisation companies, in any industry. TheFundmayalso invest in other assets including companies outsideemerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest, asthisformsthebasisof theFund'sperformancetarget.Theinvestmentmanager has discretion to choose investments for the Fund with weightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify the most attractive opportunitieswithin countries across various stages of economic and political development. This diverse landscape requires the investment manager to utilise an array of perspectives to fully evaluate these opportunities.Bycombiningfundamentalcompanyresearch,marketandeconomic analysis,akeenfocusongovernanceandquantitativeinput,theportfolioattempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. TheFundis designed tobeusedonlyasonecomponentof several inadiversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossaryonourwebsite atwww.janushenderson.com."
LU0113993983,"Objective and investment policy Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in emerging markets. 'Emerging markets' may be countries in the MSCI Emerging Markets Index, those included in theWorld Bank definition of developing (low and lowermiddle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest,as this forms the basis of the Fund's performance target.The investment manager has discretion to choose investments for the Fundwithweightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify themost attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires investors to utilise an array of perspectives to fully evaluate these opportunities. By combining fundamental company research, market and economic analysis, a keen focus on governance and quantitative input, the portfolio attempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus."
LU0330915165,"Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in emerging markets. 'Emerging markets' may be countries in the MSCI Emerging Markets Index, those included in theWorld Bank definition of developing (lowand lowermiddle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest, as this forms the basis of the Fund's performance target. The investment manager has discretion to choose investments for the Fund with weightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify the most attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires investors to utilise an array of perspectives to fully evaluate these opportunities.By combining fundamental company research,market and economic analysis, a keen focus on governance and quantitative input, the portfolio attempts to captureprice inefficiencies across companies of all sizes. Distribution policy This share class accumulates incomewhich is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU2409249781,"Objective and investment policy Objective The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the MSCI Emerging Markets Index by 2% per annum, before the deduction of charges, over any 5 year period. Investment policy The Fund invests at least two-thirds of its assets in shares (equities) and equity-related securities of companies, of any size, in any industry, in emerging markets. Companies will have their registered office in or do most of their business (directly or through subsidiaries) in emerging markets. 'Emerging markets' may be countries in the MSCI Emerging Markets Index, those included in theWorld Bank definition of developing (low and lowermiddle income) economies, or which are, in the investment manager’s opinion, developing. The Fund may also invest in other assets including companies outside emerging markets, cash and money market instruments. The investment manager may use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed with reference to the MSCI Emerging Markets Index, which is broadly representative of the companies in which it may invest,as this forms the basis of the Fund's performance target.The investment manager has discretion to choose investments for the Fundwithweightings different to the index or not in the index, but at times the Fund may hold investments similar to the index. Strategy The investment manager seeks consistent risk-adjusted returns by looking to identify themost attractive opportunities within countries across various stages of economic and political development. This diverse landscape requires investors to utilise an array of perspectives to fully evaluate these opportunities. By combining fundamental company research, market and economic analysis, a keen focus on governance and quantitative input, the portfolio attempts to capture price inefficiencies across companies of all sizes. Transaction costs In addition to the charges set out in the Charges section below, the Fund may incur a higher level of portfolio transaction costs as a result of investing in less actively traded markets. These costs are paid from the assets of the Fund and may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU2114516532,"Objective The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period and, particularly over the shorter term, the Fund may experience periods of negative returns. Consequently, your capital is at risk. Performance target: To outperform the Euro Main Refinancing Rate by 7% per annum, before the deduction of charges, over any 3 year period. Investment policy The Fund invests in a global portfolio of assets including shares of companies, investment grade and non-investment grade bonds issued by governments and companies (including convertible bonds, contingent convertible bonds and distressed securities), and makes extensive use of derivatives (complex financial instruments), including total return swaps, to take both ‘long’ and ‘short’ positions in companies and bonds that the investment manager believeswill either rise in value (long positions) or fall in value (short positions) meaning that the Fund may benefit from either scenario. The Fund will hold a significant proportion of its assets in cash andmoney market instruments as a result of holding derivatives or for asset allocation purposes. The Fund may also take long or short exposures to other asset classes such as commodities and may hold other funds (such as collective investment schemes and exchange traded funds). The investment manager may also use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed and makes reference to the Euro Main Refinancing Rate, as this forms the basis of the Fund's performance target and the level above which performance fees may be charged (if applicable). For currency hedged share classes, the rate that corresponds with the relevant share class currency is used as the basis of the performance comparison and for calculating performance fees.The investment manager has complete discretion to choose investments for the Fund and is not constrained by a benchmark. Strategy The investmentmanager adopts amulti-strategy approach, utilising a diverse range of investment styles, techniques, assets, company sizes, time horizons and markets with the aim of providing a positive return. Long positions may be held through a combination of direct investment and/or derivative instruments, whilst the short positions are achieved entirely through derivative instruments. The use of derivatives is extensive and forms an important part of the investment strategy. Transaction costs In addition to the charges set out in the Charges section below, the Fund involves a high level of buying and selling activity and will incur higher portfolio transaction costs which are paid fromthe assets of the Fund. These may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. Investors should seek independent advice and satisfy themselves that they have an informed understanding of the strategies and techniques employed by the Investment Manager. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU2543851401,"The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period and, particularly over the shorter term, the Fund may experience periods of negative returns. Consequently, your capital is at risk. Performance target: To outperform the Euro Main Refinancing Rate by 7% per annum, before the deduction of charges, over any 3 year period. Investment policy The Fund invests in a global portfolio of assets including shares of companies, investment grade and non-investment grade bonds issued by governments and companies (including convertible bonds, contingent convertible bonds and distressed securities), and makes extensive use of derivatives (complex financial instruments), including total return swaps, to take both ‘long’ and ‘short’ positions in companies and bonds that the investment manager believeswill either rise in value (long positions) or fall in value (short positions) meaning that the Fund may benefit from either scenario. The Fund will hold a significant proportion of its assets in cash andmoney market instruments as a result of holding derivatives or for asset allocation purposes. The Fund may also take long or short exposures to other asset classes such as commodities and may hold other funds (such as collective investment schemes and exchange traded funds). The investment manager may also use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed and makes reference to the Euro Main Refinancing Rate, as this forms the basis of the Fund's performance target and the level above which performance fees may be charged (if applicable). For currency hedged share classes, the rate that corresponds with the relevant share class currency is used as the basis of the performance comparison and for calculating performance fees.The investment manager has complete discretion to choose investments for the Fund and is not constrained by a benchmark. Strategy The investmentmanager adopts amulti-strategy approach, utilising a diverse range of investment styles, techniques, assets, company sizes, time horizons and markets with the aim of providing a positive return. Long positions may be held through a combination of direct investment and/or derivative instruments, whilst the short positions are achieved entirely through derivative instruments. The use of derivatives is extensive and forms an important part of the investment strategy. Transaction costs In addition to the charges set out in the Charges section below, the Fund involves a high level of buying and selling activity and will incur higher portfolio transaction costs which are paid fromthe assets of the Fund. These may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. Investors should seek independent advice and satisfy themselves that they have an informed understanding of the strategies and techniques employed by the Investment Manager. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
LU2441562746,"Objective The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period and, particularly over the shorter term, the Fund may experience periods of negative returns. Consequently, your capital is at risk. Performance target: To outperform the Euro Main Refinancing Rate by 7% per annum, before the deduction of charges, over any 3 year period. Investment policy The Fund invests in a global portfolio of assets including shares of companies, investment grade and non-investment grade bonds issued by governments and companies (including convertible bonds, contingent convertible bonds and distressed securities), and makes extensive use of derivatives (complex financial instruments), including total return swaps, to take both ‘long’ and ‘short’ positions in companies and bonds that the investment manager believes will either rise in value (long positions) or fall in value (short positions) meaning that the Fund may benefit from either scenario. The Fund will hold a significant proportion of its assets in cash and money market instruments as a result of holding derivatives or for asset allocation purposes. The Fund may also take long or short exposures to other asset classes such as commodities and may hold other funds (such as collective investment schemes and exchange traded funds). The investment manager may also use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed and makes reference to the Euro Main Refinancing Rate, as this forms the basis of the Fund's performance target and the level above which performance fees may be charged (if applicable). For currency hedged share classes, the rate that corresponds with the relevant share class currency is used as the basis of the performance comparison and for calculating performance fees. The investment manager has complete discretion to choose investments for the Fund and is not constrained by a benchmark. Strategy The investment manager adopts a multi-strategy approach, utilising a diverse range of investment styles,techniques, assets, company sizes,time horizons and markets with the aim of providing a positive return. Long positions may be held through a combination of direct investment and/or derivative instruments, whilst the short positions are achieved entirely through derivative instruments. The use of derivatives is extensive and forms an important part of the investment strategy. Transaction costs In addition to the charges set out in the Charges section below, the Fund involves a high level of buying and selling activity and will incur higher portfolio transaction costs which are paid from the assets of the Fund. These may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. Investors should seek independent advice and satisfy themselves that they have an informed understanding of the strategies and techniques employed by the Investment Manager. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus."
LU2114516961,"Objective The Fund aims to provide a positive (absolute) return, regardless of market conditions, over any 12 month period. A positive return is not guaranteed over this or any other time period and, particularly over the shorter term, the Fund may experience periods of negative returns. Consequently, your capital is at risk. Performance target: To outperform the Euro Main Refinancing Rate by 7% per annum, before the deduction of charges, over any 3 year period. Investment policy The Fund invests in a global portfolio of assets including shares of companies, investment grade and non-investment grade bonds issued by governments and companies (including convertible bonds, contingent convertible bonds and distressed securities), and makes extensive use of derivatives (complex financial instruments), including total return swaps, to take both ‘long’ and ‘short’ positions in companies and bonds that the investment manager believeswill either rise in value (long positions) or fall in value (short positions) meaning that the Fund may benefit from either scenario. The Fund will hold a significant proportion of its assets in cash andmoney market instruments as a result of holding derivatives or for asset allocation purposes. The Fund may also take long or short exposures to other asset classes such as commodities and may hold other funds (such as collective investment schemes and exchange traded funds). The investment manager may also use derivatives (complex financial instruments) to reduce risk or to manage the Fund more efficiently. The Fund is actively managed and makes reference to the Euro Main Refinancing Rate, as this forms the basis of the Fund's performance target and the level above which performance fees may be charged (if applicable). For currency hedged share classes, the rate that corresponds with the relevant share class currency is used as the basis of the performance comparison and for calculating performance fees.The investment manager has complete discretion to choose investments for the Fund and is not constrained by a benchmark. Strategy The investmentmanager adopts amulti-strategy approach, utilising a diverse range of investment styles, techniques, assets, company sizes, time horizons and markets with the aim of providing a positive return. Long positions may be held through a combination of direct investment and/or derivative instruments, whilst the short positions are achieved entirely through derivative instruments. The use of derivatives is extensive and forms an important part of the investment strategy. Transaction costs In addition to the charges set out in the Charges section below, the Fund involves a high level of buying and selling activity and will incur higher portfolio transaction costs which are paid fromthe assets of the Fund. These may have a material impact on your returns. Distribution policy This share class accumulates income which is retained within the price of the share class. Recommendation This Fund may not be appropriate for investors who plan to withdraw their money within 5 years. Investors should seek independent advice and satisfy themselves that they have an informed understanding of the strategies and techniques employed by the Investment Manager. The Fund is designed to be used only as one component of several in a diversified investment portfolio. Investors should consider carefully the proportion of their portfolio invested into this Fund. You can buy, sell or switch shares in the Fund on any dealing day, as defined in the Company's Prospectus. For an explanation of some of the terms used in this document, please visit the glossary on our website at www.janushenderson.com."
